0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,972
8,1904
9,2744
10,3532
11,4252
12,4921
13,5596
14,6224
15,6811
16,7264
17,7715
18,8176
19,8600
20,8983
21,9366
22,9730
23,10066
24,10411
25,10749
26,11043
27,11285
28,11552
29,11754
30,11957
31,12196
32,12394
33,12600
34,12809
35,13001
36,13194
37,13338
38,13482
39,13626
40,13769
41,13881
42,13998
43,14100
44,14241
45,14334
46,14464
47,14540
48,14634
