0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,526
12,1278
13,2055
14,2890
15,3787
16,4586
17,5241
18,6133
19,6469
20,6707
21,6870
22,6995
23,7124
24,7269
25,7416
26,7709
27,7948
28,8249
29,8364
30,8460
31,8460
32,8463
33,8464
34,8464
35,8465
36,8465
37,8465
38,8468
39,8475
40,8478
41,8485
42,8486
43,8486
44,8489
45,8492
46,8493
47,8496
48,8499
