0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,4
9,7
10,13
11,13
12,16
13,16
14,16
15,19
16,19
17,24
18,27
19,32
20,32
21,39
22,39
23,39
24,42
25,48
26,49
27,50
28,53
29,54
30,57
31,63
32,63
33,65
34,75
35,75
36,76
37,76
38,84
39,87
40,87
41,87
42,87
43,97
44,100
45,101
46,105
47,108
48,112
