0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,193
8,450
9,774
10,1112
11,1522
12,1933
13,2301
14,2668
15,3039
16,3392
17,3728
18,4047
19,4330
20,4564
21,4784
22,4997
23,5216
24,5394
25,5579
26,5759
27,5900
28,6014
29,6143
30,6247
31,6370
32,6475
33,6546
34,6628
35,6704
36,6780
37,6863
38,6952
39,7006
40,7095
41,7149
42,7207
43,7255
44,7303
45,7370
46,7425
47,7449
48,7497
