0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,7
12,28
13,67
14,130
15,200
16,286
17,376
18,513
19,634
20,800
21,973
22,1178
23,1385
24,1602
25,1827
26,2047
27,2248
28,2537
29,2804
30,3081
31,3310
32,3759
33,4107
34,4496
35,4774
36,5078
37,5306
38,5678
39,5911
40,6266
41,6509
42,6867
43,7089
44,7396
45,7601
46,7996
47,8203
48,8460
49,8650
50,8996
51,9211
52,9566
53,9784
54,10183
55,10393
56,10683
57,10899
58,11241
59,11424
60,11764
61,11978
62,12340
63,12539
64,12858
65,13058
66,13378
67,13558
68,13944
69,14118
70,14413
71,14572
72,14869
73,15087
74,15402
75,15563
76,15918
77,16151
78,16494
79,16672
80,16984
81,17170
82,17467
83,17633
84,17957
85,18130
86,18402
87,18532
88,18782
89,18956
90,19268
91,19444
92,19715
93,19885
94,20175
95,20378
96,20643
97,20775
98,21038
99,21227
100,21477
101,21662
102,21988
103,22168
104,22376
105,22536
106,22806
107,22965
108,23230
109,23396
110,23599
111,23763
112,23964
113,24122
114,24349
115,24488
116,24730
117,24889
118,25141
119,25336
120,25571
121,25711
122,25921
123,26127
124,26346
125,26577
126,26793
127,26992
128,27236
129,27447
130,27643
131,27748
132,27957
133,28167
134,28405
135,28572
136,28730
137,28834
138,29027
139,29150
140,29290
141,29413
142,29574
143,29683
144,29857
145,29897
146,30082
147,30148
148,30322
149,30357
150,30524
151,30578
152,30729
153,30820
154,30891
155,31026
156,31135
157,31242
158,31423
159,31485
160,31620
161,31690
162,31847
163,31909
164,31998
165,32059
166,32182
167,32239
168,32335
169,32397
170,32508
171,32577
172,32757
173,32820
174,32862
175,32917
176,33069
177,33081
178,33195
179,33204
180,33339
181,33370
182,33441
183,33460
184,33635
185,33663
186,33770
187,33789
188,33920
189,33952
190,34057
191,34066
192,34206
193,34255
194,34348
195,34360
196,34498
197,34516
198,34633
199,34651
200,34736
201,34758
202,34865
203,34889
204,35014
205,35033
206,35146
207,35165
208,35284
209,35305
210,35372
211,35372
212,35529
213,35545
214,35610
215,35642
216,35748
217,35754
218,35815
219,35842
220,35933
221,35957
222,36051
223,36075
224,36196
225,36217
226,36307
227,36319
228,36445
229,36452
230,36590
231,36593
232,36721
233,36733
234,36800
235,36807
236,36882
237,36882
238,36983
239,36989
240,37075
241,37075
242,37168
243,37177
244,37252
245,37255
246,37321
247,37336
248,37437
249,37443
250,37490
251,37496
252,37632
253,37642
254,37670
255,37670
256,37739
257,37739
258,37764
259,37770
260,37838
261,37844
262,37873
263,37873
264,37936
265,37936
266,37967
267,37967
268,38084
269,38084
270,38112
271,38112
272,38198
273,38204
274,38223
275,38235
276,38296
277,38315
278,38333
279,38333
280,38414
281,38426
282,38444
283,38456
284,38492
285,38529
286,38551
287,38572
288,38629
289,38662
290,38738
291,38759
292,38828
293,38849
294,38882
295,38903
296,38955
297,38985
298,39012
