0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,171
8,413
9,712
10,1058
11,1507
12,1957
13,2419
14,2867
15,3350
16,3758
17,4202
18,4563
19,4926
20,5291
21,5596
22,5913
23,6201
24,6497
25,6744
26,6966
27,7184
28,7430
29,7684
30,7906
31,8105
32,8290
33,8464
34,8617
35,8741
36,8888
37,9009
38,9136
39,9248
40,9357
41,9453
42,9559
43,9641
44,9766
45,9860
46,9935
47,10032
48,10119
