0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,85
12,163
13,276
14,400
15,468
16,635
17,806
18,902
19,999
20,1043
21,1209
22,1295
23,1435
24,1681
25,1897
26,1969
27,2171
28,2184
29,2381
30,2418
31,2595
32,2688
33,2812
34,2872
35,3108
36,3156
37,3387
38,3495
39,3677
40,3816
41,3919
42,4009
43,4102
44,4232
45,4404
46,4456
47,4729
48,4873
49,5029
50,5144
51,5234
52,5261
53,5370
54,5454
55,5725
56,5817
57,6112
58,6204
59,6322
60,6336
61,6549
62,6576
63,6775
64,6791
65,6917
66,7046
67,7301
68,7389
69,7593
70,7685
71,7788
72,7789
73,7901
